,gene_id,gene_name,gene_ontology
6667,b3905,rhaS,rhamnose metabolic process
6668,b3905,rhaS,rhamnose metabolic process
6669,b3905,rhaS,rhamnose metabolic process
6670,b3905,rhaS,"regulation of transcription, DNA-templated"
6671,b3905,rhaS,"regulation of transcription, DNA-templated"
6672,b3905,rhaS,DNA-binding transcription factor activity
6673,b3905,rhaS,DNA-binding transcription factor activity
6674,b3905,rhaS,DNA-binding transcription factor activity
6675,b3905,rhaS,DNA binding
6676,b3905,rhaS,DNA binding
6677,b3905,rhaS,cytoplasm
6678,b3905,rhaS,cytoplasm
6679,b3905,rhaS,cytoplasm
6680,b1919,dcyD,D-amino acid metabolic process
6681,b1919,dcyD,D-cysteine desulfhydrase activity
6682,b1919,dcyD,sulfur compound metabolic process
6683,b1919,dcyD,protein binding
6684,b1919,dcyD,D-cysteine catabolic process
6685,b1919,dcyD,sulfur utilization
6686,b1919,dcyD,cellular response to sulfur starvation
6687,b1919,dcyD,pyridoxal phosphate binding
6688,b1919,dcyD,lyase activity
6689,b1919,dcyD,catalytic activity
6690,b1919,dcyD,cytosol
6691,b1919,dcyD,cytosol
6692,b1919,dcyD,cytosol
6693,b1919,dcyD,D-amino acid metabolic process
6694,b1919,dcyD,D-cysteine desulfhydrase activity
6695,b1919,dcyD,D-cysteine desulfhydrase activity
6696,b1919,dcyD,D-cysteine desulfhydrase activity
6697,b1919,dcyD,D-cysteine desulfhydrase activity
6698,b1919,dcyD,3-chloro-D-alanine dehydrochlorinase activity
6699,b1919,dcyD,D-cysteine desulfhydrase activity
6700,b1339,abgR,"regulation of transcription, DNA-templated"
6701,b1339,abgR,DNA-binding transcription factor activity
6702,b1339,abgR,DNA-binding transcription factor activity
6703,b1339,abgR,DNA binding
6704,b1339,abgR,"transcription, DNA-templated"
6705,b1339,abgR,transcription regulatory region sequence-specific DNA binding
6706,b1339,abgR,"regulation of transcription, DNA-templated"
6707,b0903,pflB,cytosol
6708,b0903,pflB,cytosol
6709,b0903,pflB,cytosol
6710,b0903,pflB,protein binding
6711,b0903,pflB,protein binding
6712,b0903,pflB,protein binding
6713,b0903,pflB,protein binding
6714,b0903,pflB,protein binding
6715,b0903,pflB,"transferase activity, transferring acyl groups"
6716,b0903,pflB,transferase activity
6717,b0903,pflB,catalytic activity
6718,b0903,pflB,glucose metabolic process
6719,b0903,pflB,carbohydrate metabolic process
6720,b0903,pflB,carbohydrate metabolic process
6721,b0903,pflB,formate C-acetyltransferase activity
6722,b0903,pflB,formate C-acetyltransferase activity
6723,b0903,pflB,formate C-acetyltransferase activity
6724,b0903,pflB,cytoplasm
6725,b0903,pflB,cytoplasm
6726,b0903,pflB,cytoplasm
6727,b0903,pflB,cytosol
6728,b0903,pflB,formate C-acetyltransferase activity
6729,b0903,pflB,threonine catabolic process
6730,b2614,grpE,response to heat
6731,b2614,grpE,protein-containing complex assembly
6732,b2614,grpE,protein-containing complex
6733,b2614,grpE,protein domain specific binding
6734,b2614,grpE,protein binding
6735,b2614,grpE,protein binding
6736,b2614,grpE,protein binding
6737,b2614,grpE,protein binding
6738,b2614,grpE,protein binding
6739,b2614,grpE,protein binding
6740,b2614,grpE,protein binding
6741,b2614,grpE,protein binding
6742,b2614,grpE,protein binding
6743,b2614,grpE,protein binding
6744,b2614,grpE,regulation of catalytic activity
6745,b2614,grpE,chaperone binding
6746,b2614,grpE,protein folding
6747,b2614,grpE,adenyl-nucleotide exchange factor activity
6748,b2614,grpE,adenyl-nucleotide exchange factor activity
6749,b2614,grpE,adenyl-nucleotide exchange factor activity
6750,b2614,grpE,adenyl-nucleotide exchange factor activity
6751,b2614,grpE,cytosol
6752,b2614,grpE,cytosol
6753,b2614,grpE,response to heat
6754,b2614,grpE,cytoplasm
6755,b2614,grpE,cytoplasm
6756,b2614,grpE,cytoplasm
6757,b2614,grpE,unfolded protein binding
6758,b2614,grpE,adenyl-nucleotide exchange factor activity
6759,b2614,grpE,cytosol
6760,b3570,bax,amidase activity
6761,b3570,bax,ATP binding
6762,b3570,bax,nucleotide binding
6763,b0799,dinG,ATPase activity
6764,b0799,dinG,DNA helicase activity
6765,b0799,dinG,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
6766,b0799,dinG,helicase activity
6767,b0799,dinG,helicase activity
6768,b0799,dinG,SOS response
6769,b0799,dinG,DNA/RNA helicase activity
6770,b0799,dinG,protein binding
6771,b0799,dinG,hydrolase activity
6772,b0799,dinG,nucleobase-containing compound metabolic process
6773,b0799,dinG,"4 iron, 4 sulfur cluster binding"
6774,b0799,dinG,"4 iron, 4 sulfur cluster binding"
6775,b0799,dinG,"4 iron, 4 sulfur cluster binding"
6776,b0799,dinG,iron-sulfur cluster binding
6777,b0799,dinG,metal ion binding
6778,b0799,dinG,nucleic acid binding
6779,b0799,dinG,DNA duplex unwinding
6780,b0799,dinG,DNA helicase activity
6781,b0799,dinG,DNA helicase activity
6782,b0799,dinG,DNA helicase activity
6783,b0799,dinG,DNA helicase activity
6784,b0799,dinG,cellular response to DNA damage stimulus
6785,b0799,dinG,DNA recombination
6786,b0799,dinG,ATP binding
6787,b0799,dinG,ATP binding
6788,b0799,dinG,ATP binding
6789,b0799,dinG,DNA binding
6790,b0799,dinG,DNA binding
6791,b0799,dinG,DNA binding
6792,b0799,dinG,nucleotide binding
6793,b0799,dinG,DNA repair
6794,b0799,dinG,DNA repair
6795,b0799,dinG,DNA duplex unwinding
6796,b0799,dinG,DNA/RNA helicase activity
6797,b0799,dinG,DNA helicase activity
6798,b0799,dinG,DNA repair
6799,b0799,dinG,SOS response
6800,b0799,dinG,"4 iron, 4 sulfur cluster binding"
6801,b3169,nusA,transcription antitermination
6802,b3169,nusA,protein domain specific binding
6803,b3169,nusA,transcription termination from bacterial-type RNA polymerase promoter
6804,b3169,nusA,bacterial-type RNA polymerase core enzyme binding
6805,b3169,nusA,nucleic acid binding
6806,b3169,nusA,"regulation of DNA-templated transcription, termination"
6807,b3169,nusA,"DNA-templated transcription, termination"
6808,b3169,nusA,"DNA-templated transcription, termination"
6809,b3169,nusA,"DNA-templated transcription, termination"
6810,b3169,nusA,cytoplasm
6811,b3169,nusA,cytoplasm
6812,b3169,nusA,cytoplasm
6813,b3169,nusA,protein binding
6814,b3169,nusA,protein binding
6815,b3169,nusA,protein binding
6816,b3169,nusA,protein binding
6817,b3169,nusA,protein binding
6818,b3169,nusA,DNA-binding transcription factor activity
6819,b3169,nusA,nucleotide binding
6820,b3169,nusA,cytosol
6821,b3169,nusA,cytosol
6822,b3169,nusA,cytosol
6823,b3169,nusA,transcription antitermination
6824,b3169,nusA,transcription antitermination
6825,b3169,nusA,transcription antitermination
6826,b3169,nusA,RNA binding
6827,b3169,nusA,RNA binding
6828,b3169,nusA,RNA binding
6829,b3169,nusA,cytosol
6830,b3169,nusA,transcription antitermination
6831,b2964,nupG,integral component of plasma membrane
6832,b2964,nupG,pyrimidine nucleoside transport
6833,b2964,nupG,uridine transport
6834,b2964,nupG,uridine transmembrane transporter activity
6835,b2964,nupG,pyrimidine nucleoside transmembrane transporter activity
6836,b2964,nupG,uridine transmembrane transporter activity
6837,b2964,nupG,cytidine transmembrane transporter activity
6838,b2964,nupG,adenosine transport
6839,b2964,nupG,purine nucleoside transmembrane transport
6840,b2964,nupG,nucleoside:proton symporter activity
6841,b2964,nupG,nucleoside transmembrane transport
6842,b2964,nupG,nucleoside transmembrane transport
6843,b2964,nupG,pyrimidine-containing compound transmembrane transport
6844,b2964,nupG,cytidine transport
6845,b2964,nupG,integral component of membrane
6846,b2964,nupG,integral component of membrane
6847,b2964,nupG,membrane
6848,b2964,nupG,nucleoside transport
6849,b2964,nupG,plasma membrane
6850,b2964,nupG,plasma membrane
6851,b2964,nupG,plasma membrane
6852,b2964,nupG,plasma membrane
6853,b2964,nupG,nucleoside transmembrane transporter activity
6854,b2964,nupG,integral component of plasma membrane
6855,b2964,nupG,integral component of plasma membrane
6856,b2964,nupG,integral component of plasma membrane
6857,b2964,nupG,uridine transmembrane transporter activity
6858,b2964,nupG,cytidine transmembrane transporter activity
6859,b2964,nupG,organic substance transport
6860,b2810,csdA,transferase activity
6861,b2810,csdA,selenocysteine lyase activity
6862,b2810,csdA,catalytic activity
6863,b2810,csdA,cysteine desulfurase activity
6864,b2810,csdA,cysteine desulfurase activity
6865,b2810,csdA,iron-sulfur cluster assembly
6866,b2810,csdA,sulfur amino acid metabolic process
6867,b2810,csdA,sulfurtransferase activity
6868,b2810,csdA,pyridoxal phosphate binding
6869,b2810,csdA,lyase activity
6870,b2810,csdA,protein binding
6871,b2810,csdA,protein binding
6872,b2810,csdA,protein binding
6873,b2810,csdA,protein binding
6874,b2810,csdA,protein binding
6875,b2810,csdA,protein binding
6876,b2393,nupC,nucleoside transmembrane transport
6877,b2393,nupC,cytidine transmembrane transporter activity
6878,b2393,nupC,uridine transmembrane transporter activity
6879,b2393,nupC,nucleoside transmembrane transporter activity
6880,b2393,nupC,uridine transport
6881,b2393,nupC,cytidine transport
6882,b2393,nupC,nucleoside transmembrane transport
6883,b2393,nupC,integral component of membrane
6884,b2393,nupC,membrane
6885,b2393,nupC,membrane
6886,b2393,nupC,nucleoside transport
6887,b2393,nupC,nucleoside transport
6888,b2393,nupC,nucleoside:proton symporter activity
6889,b2393,nupC,integral component of plasma membrane
6890,b2393,nupC,plasma membrane
6891,b2393,nupC,plasma membrane
6892,b2393,nupC,plasma membrane
6893,b2393,nupC,plasma membrane
6894,b2393,nupC,plasma membrane
6895,b2393,nupC,nucleoside transmembrane transporter activity
6896,b2393,nupC,nucleoside transmembrane transport
6897,b2393,nupC,cytidine transmembrane transporter activity
6898,b2393,nupC,symporter activity
6899,b2393,nupC,integral component of plasma membrane
6900,b2393,nupC,nucleoside:proton symporter activity
6901,b2393,nupC,uridine transmembrane transporter activity
6902,b1988,nac,"regulation of transcription, DNA-templated"
6903,b1988,nac,nitrate assimilation
6904,b1988,nac,DNA binding
6905,b1988,nac,"negative regulation of transcription, DNA-templated"
6906,b1988,nac,"negative regulation of transcription, DNA-templated"
6907,b1988,nac,"negative regulation of transcription, DNA-templated"
6908,b1988,nac,"negative regulation of transcription, DNA-templated"
6909,b1988,nac,"positive regulation of transcription, DNA-templated"
6910,b1988,nac,"positive regulation of transcription, DNA-templated"
6911,b1988,nac,"positive regulation of transcription, DNA-templated"
6912,b1988,nac,"positive regulation of transcription, DNA-templated"
6913,b1988,nac,DNA-binding transcription factor activity
6914,b1988,nac,DNA-binding transcription factor activity
6915,b1988,nac,DNA-binding transcription factor activity
6916,b1988,nac,DNA-binding transcription factor activity
6917,b1988,nac,DNA-binding transcription factor activity
6918,b1988,nac,"regulation of DNA-templated transcription, initiation"
6919,b1988,nac,DNA-binding transcription factor activity
6920,b2276,nuoN,plasma membrane
6921,b2276,nuoN,NADH dehydrogenase activity
6922,b2276,nuoN,NADH dehydrogenase complex
6923,b2276,nuoN,NADH dehydrogenase (quinone) activity
6924,b2276,nuoN,oxidation-reduction process
6925,b2276,nuoN,oxidation-reduction process
6926,b2276,nuoN,integral component of membrane
6927,b2276,nuoN,membrane
6928,b2276,nuoN,electron transport coupled proton transport
6929,b2276,nuoN,ATP synthesis coupled electron transport
6930,b2276,nuoN,plasma membrane
6931,b2276,nuoN,plasma membrane
6932,b2276,nuoN,plasma membrane
6933,b2276,nuoN,plasma membrane
6934,b2276,nuoN,plasma membrane
6935,b2276,nuoN,plasma membrane respiratory chain complex I
6936,b2276,nuoN,plasma membrane respiratory chain complex I
6937,b2276,nuoN,quinone binding
6938,b2276,nuoN,integral component of plasma membrane
6939,b2276,nuoN,NADH dehydrogenase (ubiquinone) activity
6940,b2276,nuoN,NADH dehydrogenase (ubiquinone) activity
6941,b2276,nuoN,aerobic respiration
6942,b0261,mmuM,cellular response to DNA damage stimulus
6943,b0261,mmuM,betaine-homocysteine S-methyltransferase activity
6944,b0261,mmuM,zinc ion binding
6945,b0261,mmuM,zinc ion binding
6946,b0261,mmuM,S-methylmethionine metabolic process
6947,b0261,mmuM,methylation
6948,b0261,mmuM,metal ion binding
6949,b0261,mmuM,transferase activity
6950,b0261,mmuM,cellular amino acid biosynthetic process
6951,b0261,mmuM,methyltransferase activity
6952,b0261,mmuM,S-adenosylmethionine-homocysteine S-methyltransferase activity
6953,b0261,mmuM,methionine biosynthetic process
6954,b0261,mmuM,methionine biosynthetic process
6955,b0261,mmuM,S-methylmethionine cycle
6956,b0261,mmuM,methionine biosynthetic process
6957,b0261,mmuM,S-adenosylmethionine-homocysteine S-methyltransferase activity
6958,b0597,entH,CoA hydrolase activity
6959,b0597,entH,cytosol
6960,b0597,entH,hydrolase activity
6961,b0597,entH,identical protein binding
6962,b0597,entH,cytoplasm
6963,b0597,entH,cytoplasm
6964,b0597,entH,cytoplasm
6965,b0597,entH,thiolester hydrolase activity
6966,b0597,entH,thiolester hydrolase activity
6967,b0597,entH,thiolester hydrolase activity
6968,b0597,entH,"hydrolase activity, acting on ester bonds"
6969,b0597,entH,protein binding
6970,b0597,entH,protein binding
6971,b0597,entH,enterobactin biosynthetic process
6972,b0597,entH,enterobactin biosynthetic process
6973,b0597,entH,enterobactin biosynthetic process
6974,b0597,entH,enterobactin biosynthetic process
6975,b0597,entH,CoA hydrolase activity
6976,b0597,entH,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
6977,b0597,entH,cytosol
6978,b3697,yidA,sugar-phosphatase activity
6979,b3697,yidA,magnesium ion binding
6980,b3697,yidA,phosphatase activity
6981,b3697,yidA,dephosphorylation
6982,b3697,yidA,dephosphorylation
6983,b3697,yidA,cytosol
6984,b3697,yidA,cytosol
6985,b3697,yidA,metal ion binding
6986,b3697,yidA,hydrolase activity
6987,b3697,yidA,hydrolase activity
6988,b3697,yidA,sugar-phosphatase activity
6989,b3697,yidA,sugar-phosphatase activity
6990,b3697,yidA,magnesium ion binding
6991,b3697,yidA,cytosol
6992,b3697,yidA,phosphatase activity
6993,b0818,ybiR,transmembrane transport
6994,b0818,ybiR,plasma membrane
6995,b0818,ybiR,plasma membrane
6996,b0818,ybiR,plasma membrane
6997,b0818,ybiR,plasma membrane
6998,b0818,ybiR,integral component of membrane
6999,b0818,ybiR,integral component of membrane
7000,b0818,ybiR,membrane
7001,b3885,yihX,glucose-1-phosphatase activity
7002,b3885,yihX,dephosphorylation
7003,b3885,yihX,metal ion binding
7004,b3885,yihX,hydrolase activity
7005,b3885,yihX,hydrolase activity
7006,b3885,yihX,manganese ion binding
7007,b3885,yihX,magnesium ion binding
7008,b3885,yihX,glucose-1-phosphatase activity
7009,b4374,yjjG,phosphatase activity
7010,b4374,yjjG,dephosphorylation
7011,b4374,yjjG,dephosphorylation
7012,b4374,yjjG,metal ion binding
7013,b4374,yjjG,hydrolase activity
7014,b4374,yjjG,hydrolase activity
7015,b4374,yjjG,manganese ion binding
7016,b4374,yjjG,cytoplasm
7017,b4374,yjjG,cytoplasm
7018,b4374,yjjG,nucleotide binding
7019,b4374,yjjG,thymine metabolic process
7020,b4374,yjjG,pyrimidine nucleobase salvage
7021,b4374,yjjG,response to xenobiotic stimulus
7022,b4374,yjjG,5'-nucleotidase activity
7023,b4374,yjjG,5'-nucleotidase activity
7024,b0808,ybiO,ion transmembrane transport
7025,b0808,ybiO,ion transport
7026,b0808,ybiO,transmembrane transport
7027,b0808,ybiO,cellular response to osmotic stress
7028,b0808,ybiO,mechanosensitive ion channel activity
7029,b0808,ybiO,integral component of plasma membrane
7030,b0808,ybiO,plasma membrane
7031,b0808,ybiO,plasma membrane
7032,b0808,ybiO,plasma membrane
7033,b0808,ybiO,plasma membrane
7034,b0808,ybiO,integral component of membrane
7035,b0808,ybiO,membrane
7036,b0808,ybiO,membrane
7037,b0808,ybiO,cellular response to osmotic stress
7038,b0808,ybiO,mechanosensitive ion channel activity
7039,b0807,rlmF,methylation
7040,b0807,rlmF,transferase activity
7041,b0807,rlmF,rRNA (adenine-N6-)-methyltransferase activity
7042,b0807,rlmF,rRNA (adenine-N6-)-methyltransferase activity
7043,b0807,rlmF,methyltransferase activity
7044,b0807,rlmF,methyltransferase activity
7045,b0807,rlmF,rRNA processing
7046,b0807,rlmF,rRNA processing
7047,b0807,rlmF,rRNA processing
7048,b0807,rlmF,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
7049,b0807,rlmF,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
7050,b0807,rlmF,rRNA base methylation
7051,b0807,rlmF,cytoplasm
7052,b0807,rlmF,cytoplasm
7053,b0807,rlmF,cytoplasm
7054,b0807,rlmF,cytoplasm
7055,b0807,rlmF,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
7056,b0807,rlmF,rRNA base methylation
7057,b0805,fiu,siderophore transport
7058,b0805,fiu,microcin transport
7059,b0805,fiu,siderophore transmembrane transport
7060,b0805,fiu,signaling receptor activity
7061,b0805,fiu,siderophore uptake transmembrane transporter activity
7062,b0805,fiu,iron ion homeostasis
7063,b0805,fiu,membrane
7064,b0805,fiu,ion transport
7065,b0805,fiu,integral component of membrane
7066,b0805,fiu,integral component of membrane
